frame,x,dx_home,PheroAAlong,PheroAFront,Carrying,CarryingFood,crop_cells,spoil,heading,Energy,Crowding,AtNest,FoodAdjacent,Stillness,h0,h1,PheroBAlong,PheroBFront,h2,h3,p_move,p_tumble,trail_term,move_presquash,drop_urge,MoistureGrad,SurfaceCurvature
1,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.48670,0.04926,0.78665,0.00000,0.00000,1.34362,0.00000,0.19375,0.00000
2,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.48670,0.04926,0.78665,0.00000,0.00000,1.34362,0.00000,0.17496,0.00000
3,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.48670,0.04926,0.78665,0.00000,0.00000,1.34362,0.00000,0.16037,0.00000
4,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.48670,0.04926,0.78665,0.00000,0.00000,1.34362,0.00000,0.14888,0.00000
5,84,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07470,0.07291,0.48670,0.04926,0.78665,0.00000,0.00000,1.34362,0.00000,0.13968,0.00000
6,85,-1,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.13223,0.00000
7,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.12610,0.00000
8,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.12100,0.00000
9,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.11672,0.00000
10,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.11308,0.00000
11,85,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07299,0.07465,0.48399,0.05842,0.78036,0.00000,0.00000,1.27645,0.00000,0.10996,0.00000
12,86,-1,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.10727,0.00000
13,86,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.10493,0.00000
14,86,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.10287,0.00000
15,86,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.10107,0.00000
16,86,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.09946,0.00000
17,86,0,0.00000,0.00000,0.0000,0.0000,0,0,0,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,0.07099,0.06792,0.48077,0.06897,0.77319,0.00000,0.00000,1.20448,0.00000,0.09804,0.00000
18,87,-1,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11611,0.41667
19,87,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11474,0.41667
20,87,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11350,0.41667
21,87,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11238,0.41667
22,87,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11136,0.41667
23,87,0,0.00000,0.00000,0.0000,0.0000,0,0,1,1.0000,0.2500,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94385,0.00000,-0.83774,0.86040,0.09861,0.00000,0.00000,-4.07035,0.00000,0.11044,0.41667
24,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10960,0.41667
25,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10883,0.41667
26,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10812,0.41667
27,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10748,0.41667
28,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10688,0.41667
29,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,1.0000,0.1250,0.0000,0.0000,0.0000,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.09938,0.00000,0.00000,-4.03141,0.00000,0.10633,0.41667
30,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10583,0.41667
31,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10536,0.41667
32,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10493,0.41667
33,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10452,0.41667
34,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10415,0.41667
35,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0001,-0.97826,-0.97826,-0.94182,0.00000,-0.83742,0.86016,0.10012,0.00000,0.00000,-3.99379,0.00000,0.10380,0.41667
36,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10348,0.41667
37,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10318,0.41667
38,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10290,0.41667
39,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10264,0.41667
40,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10239,0.41667
41,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,1.0000,0.0000,0.0000,0.0000,0.0002,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10016,0.00000,0.00000,-3.99198,0.00000,0.10216,0.41667
42,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10216,0.41667
43,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10194,0.41667
44,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10194,0.41667
45,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10194,0.41667
46,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10194,0.41667
47,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.1250,0.0000,0.0000,0.0004,-0.97826,-0.97826,-0.93949,0.00000,-0.83705,0.85988,0.10564,0.00000,0.00000,-3.73317,0.00000,0.10194,0.41667
48,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10194,0.41667
49,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10174,0.41667
50,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10174,0.41667
51,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10174,0.41667
52,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10174,0.41667
53,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,1.0000,0.2500,0.0000,0.0000,0.0007,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10491,0.00000,0.00000,-3.76614,0.00000,0.10174,0.41667
54,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10174,0.41667
55,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10155,0.41667
56,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10155,0.41667
57,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10155,0.41667
58,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10155,0.41667
59,87,0,0.00000,0.00000,0.0000,0.0000,0,0,6,0.9704,0.2500,0.0000,0.0000,0.0010,-0.97826,-0.97826,-0.93695,0.00000,-0.83665,0.85958,0.10408,0.00000,0.00000,-3.80397,0.00000,0.10155,0.41667
60,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10155,0.41667
61,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10137,0.41667
62,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10137,0.41667
63,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10137,0.41667
64,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10137,0.41667
65,87,0,0.00000,0.00000,0.0000,0.0000,0,0,3,0.9698,0.2500,0.0000,0.0000,0.0013,-0.97826,-0.97826,-0.96588,0.00018,-0.84115,0.86293,0.10371,0.00000,0.00000,-3.82105,0.00000,0.10137,0.41667
66,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10137,0.41667
67,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10120,0.41667
68,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10120,0.41667
69,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10120,0.41667
70,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10120,0.41667
71,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9691,0.2500,0.0000,0.0000,0.0017,-0.97826,-0.97826,-0.96876,0.00000,-0.84159,0.86325,0.10373,0.00000,0.00000,-3.82032,0.00000,0.10120,0.41667
72,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10120,0.41667
73,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10104,0.41667
74,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10104,0.41667
75,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10104,0.41667
76,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10104,0.41667
77,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9684,0.2500,0.0000,0.0000,0.0022,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10380,0.00000,0.00000,-3.81678,0.00000,0.10104,0.41667
78,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10104,0.41667
79,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10089,0.41667
80,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10075,0.41667
81,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10062,0.41667
82,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10049,0.41667
83,87,0,0.00000,0.00000,0.0000,0.0000,0,0,5,0.9678,0.2500,0.0000,0.0000,0.0027,-0.97826,-0.97826,-0.96748,0.00000,-0.84139,0.86311,0.10386,0.00000,0.00000,-3.81400,0.00000,0.10036,0.41667
84,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.10024,0.41667
85,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.10011,0.41667
86,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.09998,0.41667
87,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.09986,0.41667
88,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.09973,0.41667
89,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9671,0.2500,0.0000,0.0000,0.0033,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10409,0.00000,0.00000,-3.80348,0.00000,0.09961,0.41667
90,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09949,0.41667
91,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09938,0.41667
92,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09926,0.41667
93,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09915,0.41667
94,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09905,0.41667
95,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9245,0.2500,0.0000,0.0000,0.0039,-0.97826,-0.97826,-0.95597,0.00060,-0.83964,0.86180,0.10482,0.00000,0.00000,-3.77018,0.00000,0.09895,0.41667
96,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09885,0.41667
97,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09876,0.41667
98,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09867,0.41667
99,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09858,0.41667
100,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09850,0.41667
101,87,0,0.00000,0.00000,0.0000,0.0000,0,0,2,0.9238,0.2500,0.0000,0.0000,0.0046,-0.97826,-0.97826,-0.94893,0.00089,-0.83854,0.86099,0.10499,0.00000,0.00000,-3.76239,0.00000,0.09850,0.41667
102,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09850,0.41667
103,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09842,0.41667
104,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09842,0.41667
105,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09842,0.41667
106,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09842,0.41667
107,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9231,0.2500,0.0000,0.0000,0.0053,-0.97826,-0.97826,-0.96457,0.00000,-0.84095,0.86278,0.10483,0.00000,0.00000,-3.76978,0.00000,0.09842,0.41667
108,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9225,0.2500,0.0000,0.0000,0.0061,-0.97826,-0.97826,-0.96297,0.00000,-0.84071,0.86260,0.10492,0.00000,0.00000,-3.76553,0.00000,0.09842,0.41667
109,87,0,0.00000,0.00000,0.0000,0.0000,0,0,7,0.9225,0.2500,0.0000,0.0000,0.0061,-0.97826,-0.97826,-0.96297,0.00000,-0.84071,0.86260,0.10492,0.00000,0.00000,-3.76553,0.00000,0.09835,0.41667
